Senyawa1,Senyawa2,AS
Hirsutrin,"3',4',7-Trihydroxyflavone",0.10080586080586078
6-Hydroxymellein,Isoferulic acid,0.10079775297166602
3' 5'-cyclic AMP,3-O-Caffeoylquinic acid,0.10077965512748124
Vincristine,delta-Tocopherol,0.10075742439378806
Fisetin,Trigonelline,0.10074185074185073
"3,4-Dihydroxybenzoic acid",Ellagic acid,0.10072190966927799
Tryptamine,Adenosine,0.10071506241136874
Cryptotanshinone,Lycopene,0.10069097569097564
3' 5'-cyclic AMP,Ajmalicine,0.10068681318681319
Benzoic acid,Quinic acid,0.10067243680689057
Vanillic acid,Methyl rosmarinate,0.10063013909167758
Lycopene,Myricetin,0.10059731934731934
Benzoic acid,Naringenin,0.10058490789387806
Isoprene,Spermidine,0.10058146981223905
Ajmalicine,N6-(delta2-Isopentenyl)adenine,0.10054390054390056
Salicylic acid,Quinic acid,0.10054135750730178
Vanillic acid,Chelerythrine,0.10053333666929364
Quercetin,Phaseollidin,0.10048285048285047
Quercetin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.10048285048285047
Quercetin,Tanshinone I,0.10047762085113533
Labiatenic acid,Tryptamine,0.1004757516385424
Kaempferol 3-glucuronide,9-Ribosyl-trans-zeatin,0.10045311831026116
Glycyrrhizic acid,Peucedanin,0.10043394105894102
"6,8-Diprenylgenistein",Spermine,0.10039784776626881
Ellagic acid,delta-Tocopherol,0.10039596766869494
Sucrose,Oxalic acid,0.10038446402082767
Methyl rosmarinate,"1,3,7-Trihydroxyxanthone",0.10035202892345753
Oxalic acid,beta-D-Glucosamine,0.10034410034410036
L-Phenylalanine,Fumaric acid,0.10033300033300037
Citric acid,Lycopene,0.10033052054328645
Oleic acid,Sanguinarine,0.10030088958660396
Coumestrol,Loganic acid,0.10027956539584446
Isoferulic acid,L-Phenylalanine,0.10027764877263202
Hirsutrin,Trigonelline,0.10026270026270029
Chrysoeriol,Hirsutrin,0.10023976023976032
Glycyrrhizic acid,Testosterone,0.10023622211122207
Coumarin,Tryptamine,0.10015525070604615
Caffeic acid,"1,3,7-Trihydroxyxanthone",0.10011177009803372
Liquiritin,Octadecanoic acid,0.10007770007770009
6-Hydroxymellein,Tanshinone I,0.10006122909348716
Linoleic acid,Octadecanoic acid,0.100024975024975
Glycyrrhizic acid,Quinic acid,0.10000783530195295
Labiatenic acid,Peucedanin,0.0999597624597625
Tetrahydroalstonine,Scopoletin,0.09995956424527852
Cryptotanshinone,Sanguinarine,0.09995620984631982
Oleanolic acid,L-Phenylalanine,0.09992948228242347
trans-Zeatin,Gallic acid,0.0998954748954749
"1,3,7-Trihydroxyxanthone",Benzoic acid,0.09988395957783701
Myricetin,Kaempferol 3-glucuronide,0.09988275613275611
Methyl rosmarinate,Acetylursolic acid,0.09985014985014987
Isoprene,Oestrone,0.09984118445656909
6-Hydroxymellein,Fumaric acid,0.09982239982239981
Indole-3-acetic acid,Tetrahydroalstonine,0.09981684981684982
Malic acid,Benzoic acid,0.09979036115399745
Folic acid,4-Terpineol,0.09977777324716101
Folic acid,alpha-Terpinene,0.09977777324716101
Folic acid,(+)-S-Carvone,0.09977777324716101
Naringin,Octadecanoic acid,0.09977688977688978
Linoleic acid,Serotonin,0.09977522477522478
Tryptamine,Glycyrrhizic acid,0.0997026229584369
Methyl rosmarinate,Ajmalicine,0.09965034965034963
Ellagic acid,Vanillic acid,0.099649068879838
Punicalin,"3',4',7-Trihydroxyflavone",0.09962953712953711
(+)-S-Carvone,Tanshinone II,0.0995932638789782
Tanshinone II,alpha-Terpinene,0.0995932638789782
4-Terpineol,Tanshinone II,0.0995932638789782
Vincamine,Ferruginol,0.09958541458541462
Coumarin,Rutin,0.0995315157994583
Adenosine,Coumestrol,0.09952427873084499
Quercetin,(R)-linalool,0.09951890215048115
Caffeic acid,Quinic acid,0.09950456783035963
Cholesterol,Punicalin,0.09949425574425574
Folic acid,Punicalin,0.09948979591836737
Punicalin,Kaempferol,0.0994883494883495
Isorhamnetin 3-O-beta-D-glucopyranoside,6-Hydroxymellein,0.09945609945609946
6-Hydroxymellein,Phaseollidin,0.09945609945609946
Serotonin,Naringenin,0.09944911449699419
Hirsutrin,Isoliquiritigenin,0.0994281908567624
Lycopene,beta-Monoolein,0.09936938061938061
Gallic acid,Acetylursolic acid,0.09936001498501495
Salicylic acid,Berberine,0.09935678356730987
Myricetin,3' 5'-cyclic AMP,0.09935203685203689
Berberine,Chelerythrine,0.0993361817886131
Ellagic acid,Vitamin A,0.09929384900813461
Protopine,Punicalin,0.09926184926184926
Punicalin,(-)-Jasmonic acid,0.09926184926184926
N6-(delta2-Isopentenyl)adenine,Cholesterol,0.0991970991970992
Quercetin,Palmitic acid,0.09918826113158097
N6-(delta2-Isopentenyl)adenine,Fumaric acid,0.09918229918229919
Oxalic acid,Cholesterol,0.09916934916934918
Folic acid,Isoliquiritin,0.09915798487227057
alpha-Pinene,Folic acid,0.09914042001954089
Linoleic acid,Ellagic acid,0.09913086913086905
Berberine,Lycopene,0.09912814458269005
Labiatenic acid,Coumestrol,0.09910890143448281
Apigenin,6-Hydroxymellein,0.09910008690496497
Octadecanoic acid,2'-Hydroxygenistein,0.0990954990954991
Isoliquiritigenin,3' 5'-cyclic AMP,0.09908543837115272
Ajmalicine,Sanguinarine,0.0990580847723705
Citric acid,Isoliquiritin,0.09897195003577983
Coumestrol,Coumarin,0.09894634129640235
"1,3,7-Trihydroxyxanthone",Adenosine,0.09894552226484986
Hirsutrin,(-)-Jasmonic acid,0.09891885891885893
Protopine,Hirsutrin,0.09891885891885892
Methyl rosmarinate,Glycyrrhetinic acid,0.09890942390942392
Octadecanoic acid,Isoferulic acid,0.0988895162808206
Serotonin,"1,3,7-Trihydroxyxanthone",0.09888221022674801
N6-(delta2-Isopentenyl)adenine,Chrysoeriol,0.09883099356783569
"3,4-Dihydroxybenzoic acid",Caffeic acid,0.09881414132426272
Sanguinarine,(-)-Jasmonic acid,0.09881124166838454
Sanguinarine,Protopine,0.09881124166838452
Hirsutrin,Cryptotanshinone,0.09876789876789886
Sanguinarine,Tanshinone II,0.09876433090718809
Guanosine,Isoferulic acid,0.09872735959692482
Isoprene,Tryptamine,0.09872238673669802
Cryptotanshinone,Kaempferol 3-glucuronide,0.09870898332436791
Vindoline,Gancaonin U,0.0986617549117549
Liquiritin,Lycopene,0.09865134865134863
Cholesterol,Octadecanoic acid,0.09860139860139858
Salicylic acid,"1,3,7-Trihydroxyxanthone",0.09858437302046322
delta-Tocopherol,alpha-Pinene,0.09856576989444121
Spermine,Pregnenolone,0.09856249014143757
Kaempferol 3-glucuronide,Tanshinone II,0.09852959540459538
Isoprene,Quinic acid,0.09851234738112567
Guanosine,Myricetin,0.09850912975912977
3' 5'-cyclic AMP,Cholesterol,0.09847964535464536
Oleic acid,N6-(delta2-Isopentenyl)adenine,0.0984792984792985
Sanguinarine,beta-Monoolein,0.09847295561581275
Fumaric acid,Sanguinarine,0.09843965558251275
Ellagic acid,Riboflavin,0.09841586984444128
Tryptamine,Loganic acid,0.09835126114195883
Gallic acid,Naringin,0.09835008741258741
trans-Zeatin,Sanguinarine,0.09831086021562216
Tetrahydroalstonine,7-Hydroxycoumarin,0.09830645544931259
Fumaric acid,Hirsutrin,0.09830303030303035
Vincristine,Chrysoeriol,0.09829013092170982
Benzoic acid,"3,4-Dihydroxybenzoic acid",0.09825825803269413
"1,3,7-Trihydroxyxanthone",Labiatenic acid,0.09820833927976787
3' 5'-cyclic AMP,Cryptotanshinone,0.09819827608289147
Folic acid,Ellagic acid,0.09818752675895535
Isoprene,Labiatenic acid,0.09817532894455971
trans-Zeatin,Octadecanoic acid,0.09817096483763148
Apigenin,alpha-Pinene,0.09809702492629324
Methyl rosmarinate,Spermidine,0.09807969807969806
Serotonin,Vitamin A,0.09806496024983424
Octadecanoic acid,Acetylursolic acid,0.09805194805194806
Vindoline,Isorhamnetin,0.09804778554778555
Kaempferol 3-glucuronide,Apigenin,0.09802392729221997
Cryptotanshinone,N6-(delta2-Isopentenyl)adenine,0.09799032875955954
Ajmalicine,L-Phenylalanine,0.09797125950972106
Kaempferol,Gallic acid,0.09795947295947299
6-Hydroxymellein,beta-Monoolein,0.09792291042291042
6-Hydroxymellein,Citric acid,0.09791626812903406
Malic acid,Guanosine,0.09790493597311775
delta-Tocopherol,Adenosine,0.0978967556507663
Benzoic acid,Glycyrrhetinic acid,0.09787771752057456
Loganin,Quercetin,0.09787142681879525
Quercetin,Thiamine,0.09786221038489643
Trigonelline,Isoliquiritin,0.09782809782809783
Liquiritin,3' 5'-cyclic AMP,0.09782044878198727
Isoliquiritigenin,Vincristine,0.09779268350696918
Liquiritin,Sanguinarine,0.09776670216230661
Isoprene,Testosterone,0.0977503265964805
Gallic acid,2'-Hydroxygenistein,0.09774516024516024
Gallic acid,Ajmalicine,0.09770854145854146
"Methyl 3,4,5-trihydroxybenzoate",Benzoic acid,0.0976929053852131
Sanguinarine,Naringin,0.0976452119309263
Isoliquiritin,"Methyl 3,4,5-trihydroxybenzoate",0.09762459762459763
Acetylursolic acid,N6-(delta2-Isopentenyl)adenine,0.09761904761904765
Labiatenic acid,Quinic acid,0.09761480349715644
trans-Zeatin,L-Phenylalanine,0.0976089437627899
Oxalic acid,trans-Zeatin,0.09760609760609762
Salicylic acid,delta-Tocopherol,0.09758184399332721
Gallic acid,Trigonelline,0.09755059755059753
beta-Carotene,Quercetin,0.09753404490246594
3' 5'-cyclic AMP,Isoferulic acid,0.0975247578508448
(+)-S-Carvone,Ajmalicine,0.09751676894534038
4-Terpineol,Ajmalicine,0.09751676894534038
Ajmalicine,alpha-Terpinene,0.09751676894534038
delta-Tocopherol,Coumarin,0.09746393956920273
Testosterone,Peucedanin,0.09746316183816188
Fisetin,Riboflavin,0.09746206174777601
Oleic acid,Hirsutrin,0.09745354645354656
Naringin,Hirsutrin,0.09744955044955055
Kaempferol,3' 5'-cyclic AMP,0.09744478494478497
Naringin,Lycopene,0.09743381618381616
Chrysoeriol,alpha-Pinene,0.09742484236411364
3' 5'-cyclic AMP,Apigenin,0.09736909432031386
alpha-Terpinene,Liquiritin,0.09734953690997648
4-Terpineol,Liquiritin,0.09734953690997648
(+)-S-Carvone,Liquiritin,0.09734953690997648
4-Terpineol,Protopine,0.09734709734709736
alpha-Terpinene,(-)-Jasmonic acid,0.09734709734709736
(-)-Jasmonic acid,(+)-S-Carvone,0.09734709734709736
(-)-Jasmonic acid,4-Terpineol,0.09734709734709736
(+)-S-Carvone,Protopine,0.09734709734709736
Protopine,alpha-Terpinene,0.09734709734709736
Ellagic acid,9-Ribosyl-trans-zeatin,0.09733694876552022
Serotonin,Quinic acid,0.09731790700648833
Punicalin,Citric acid,0.09730561991200293
Trigonelline,Vincristine,0.09726569726569724
Semilicoisoflavone B,Ferruginol,0.0972505755114451
Rutin,Labiatenic acid,0.09724786997514272
Vanillic acid,Isoliquiritin,0.09724036647113571
9-Ribosyl-trans-zeatin,L-Phenylalanine,0.09723243789177856
Tryptamine,Testosterone,0.0972074437190716
Tanshinone II,Hirsutrin,0.09718781218781228
Fumaric acid,Isoliquiritin,0.09715839715839715
Glycyrrhetinic acid,Caffeic acid,0.09714372166295236
Kaempferol 3-glucuronide,Oleic acid,0.09712787212787213
Licuroside,3-O-Caffeoylquinic acid,0.09712751017098843
Fumaric acid,Oxalic acid,0.09712139712139713
Apigenin,Vincristine,0.0971145927243488
Acetovanillone,Tetrahydroalstonine,0.09707716525898345
Kaempferol,Octadecanoic acid,0.09706689706689704
Oxalic acid,alpha-Tocopherol,0.09706282877014584
Linoleic acid,Fisetin,0.09705919080919083
Lycopene,2'-Hydroxygenistein,0.09705834705834705
Tanshinone II,N6-(delta2-Isopentenyl)adenine,0.09703907203907206
Sigmoidin B,Spermine,0.09702578123630753
Spermine,Isoschaftoside,0.09702578123630753
Oleic acid,3' 5'-cyclic AMP,0.09701548451548456
L-Phenylalanine,Tanshinone I,0.09700721115113174
Sanguinarine,2'-Hydroxygenistein,0.09689409689409696
Caffeic acid,Riboflavin,0.09685369575479467
Trigonelline,Punicalin,0.09684990934990934
Naringenin,Salicylic acid,0.09675717998851402
Cryptotanshinone,Vincristine,0.09674633059248441
Cholesterol,Gallic acid,0.0967313936063936
Myricetin,Benzoic acid,0.0967260252974538
Rutin,Glycyrrhizic acid,0.09670506261415356
alpha-Pinene,Isoliquiritigenin,0.0967036626377286
N6-(delta2-Isopentenyl)adenine,Vanillin,0.09669118760027852
Berberine,Glycyrrhizic acid,0.09667226712681258
alpha-Tocopherol,N6-(delta2-Isopentenyl)adenine,0.09665673080307227
Guanosine,Folic acid,0.09663193948908236
Liquiritin,Gallic acid,0.09655568790184176
delta-Tocopherol,Benzoic acid,0.0965484731718498
Isoliquiritin,Isoliquiritigenin,0.09652252509395365
Serotonin,Malic acid,0.09652246149572352
Vanillic acid,Benzoic acid,0.09652008553107455
Linoleic acid,Vincristine,0.09651598401598398
Palmitic acid,Oxalic acid,0.09650178880948115
Vincristine,Tanshinone II,0.09648351648351645
Naringenin,Labiatenic acid,0.0964732941477128
"3',4',7-Trihydroxyflavone",alpha-Pinene,0.09642921181382719
Citric acid,Fisetin,0.0963911974550272
Oestrone,Peucedanin,0.09638986013986
Caffeic acid,Folic acid,0.09637395571461506
Serotonin,Acetylursolic acid,0.09634776987718165
Vitamin A,Adenosine,0.09633000053168113
Berberine,Adenosine,0.09632791450973266
Vitamin A,Caffeic acid,0.09631851664818687
trans-Zeatin,3' 5'-cyclic AMP,0.09627872127872132
Riboflavin,Serotonin,0.09623989455922231
beta-Monoolein,Chelerythrine,0.09622354389796249
Isoliquiritin,Ajmalicine,0.09622044622044622
Lycopene,trans-Zeatin,0.09621859621859621
alpha-Terpinene,Citric acid,0.0962138165785582
Citric acid,(+)-S-Carvone,0.0962138165785582
4-Terpineol,Citric acid,0.0962138165785582
Linoleic acid,Caffeic acid,0.09620907938215634
Sanguinarine,Cholesterol,0.09614988186416756
L-Phenylalanine,beta-Carotene,0.09614904326442789
Octadecanoic acid,Ajmalicine,0.09614385614385615
Sanguinarine,Vanillin,0.0961333039255117
Isoprene,Peucedanin,0.09612118650580193
Caffeic acid,Naringenin,0.0961185505013769
"1,3,7-Trihydroxyxanthone",Coumarin,0.09610846546936767
beta-D-Glucosamine,Ferruginol,0.09607579920079921
Myoinositol,Vindoline,0.09607522107522107
Adenosine,"3,4-Dihydroxybenzoic acid",0.09607317347255426
Fisetin,Acetylursolic acid,0.09604562104562103
L-Phenylalanine,beta-Monoolein,0.09603857680780757
2'-Hydroxygenistein,alpha-Terpinene,0.09600438171866742
(+)-S-Carvone,2'-Hydroxygenistein,0.09600438171866742
4-Terpineol,2'-Hydroxygenistein,0.09600438171866742
Berberine,Caffeic acid,0.09597395611381625
Vitamin A,Benzoic acid,0.09594079389997753
3-O-Caffeoylquinic acid,Tetrahydroalstonine,0.09592581331711765
Cryptotanshinone,alpha-Pinene,0.09591591840112551
6-Hydroxymellein,Loganin,0.09590409590409589
Quinic acid,Coumarin,0.09588450764921345
Isoprene,Glycyrrhizic acid,0.09587207664130745
Glycyrrhetinic acid,Adenosine,0.09586589880707515
Kaempferol 3-glucuronide,Naringin,0.09584478021978018
Sweroside,Isorhamnetin,0.09584165834165835
(-)-Jasmonic acid,L-Phenylalanine,0.09583578814348044
Protopine,L-Phenylalanine,0.09583578814348044
Punicalin,Chrysoeriol,0.09578907934171096
Riboflavin,6-Hydroxymellein,0.09578516721373864
Naringenin,Coumarin,0.0957545106871911
Fisetin,Myricetin,0.09574915824915824
Folic acid,Benzoic acid,0.09570769366687737
Oleic acid,Methyl rosmarinate,0.09570429570429571
Salicylic acid,"3,4-Dihydroxybenzoic acid",0.0956928574657106
"Methyl 3,4,5-trihydroxybenzoate",Caffeic acid,0.095681931480748
Hirsutrin,Vanillin,0.09565464838192117
Spermidine,Tryptamine,0.09563769563769563
Coumarin,Berberine,0.09561092814681334
Glycyrrhizic acid,delta-Tocopherol,0.0955938001392547
Glycyrrhizic acid,Coumestrol,0.09557593569221477
2'-Hydroxygenistein,Kaempferol 3-glucuronide,0.09554972054972054
Vincamine,Spermine,0.0955318365844682
(+)-S-Carvone,delta-Tocopherol,0.09552784877460202
delta-Tocopherol,alpha-Terpinene,0.09552784877460202
4-Terpineol,delta-Tocopherol,0.09552784877460202
Oestrone,Rutin,0.09550651368833185
Quinic acid,Methyl rosmarinate,0.09549274255156609
Licuroside,Isoferulic acid,0.09548422591900853
4-Terpineol,Naringin,0.0954188668474383
Naringin,(+)-S-Carvone,0.0954188668474383
Naringin,alpha-Terpinene,0.0954188668474383
Riboflavin,Adenosine,0.09541858701522568
Glycyrrhetinic acid,Salicylic acid,0.09540722435459263
beta-Monoolein,Punicalin,0.09539679070929072
Gallic acid,Oleic acid,0.09538430319680322
Oestrone,Tryptamine,0.09530121041748932
Loganic acid,Peucedanin,0.09527139527139528
Chelerythrine,Acetylursolic acid,0.09526403828729411
Kaempferol 3-glucuronide,Vanillin,0.09525701571156116
(+)-S-Carvone,"3',4',7-Trihydroxyflavone",0.09519052376195233
alpha-Terpinene,"3',4',7-Trihydroxyflavone",0.09519052376195233
4-Terpineol,"3',4',7-Trihydroxyflavone",0.09519052376195233
Vanillin,Gallic acid,0.09518133381769744
Hirsutrin,alpha-Tocopherol,0.09514582977997618
Linoleic acid,alpha-Pinene,0.0951452393760086
Fisetin,Chrysoeriol,0.09514389119652274
Octadecanoic acid,Citric acid,0.095116231286444
Lycopene,Sucrose,0.09508673145036782
Adenosine,"Methyl 3,4,5-trihydroxybenzoate",0.09505527152585969
Indole-3-acetic acid,Licuroside,0.09504780933352362
Punicalin,Cryptotanshinone,0.09504117677194603
Spermidine,Glycyrrhetinic acid,0.09502497502497503
Trigonelline,Lycopene,0.09502072002072003
Linoleic acid,Loganic acid,0.09499875124875125
Ajmalicine,Punicalin,0.09498001998001997
Chelerythrine,Myricetin,0.09497931009558919
"3,4-Dihydroxybenzoic acid",Spermidine,0.0949699423383634
beta-Carotene,N6-(delta2-Isopentenyl)adenine,0.09496753246753248
Myricetin,Ellagic acid,0.09496392496392488
Kaempferol 3-glucuronide,Isoliquiritigenin,0.09494969316397886
N6-(delta2-Isopentenyl)adenine,Naringin,0.09494116994116997
L-Phenylalanine,Gibberellin A3,0.09493689334538144
alpha-Tocopherol,Sanguinarine,0.09493642246255486
Spermidine,Peucedanin,0.09493173493173494
Licuroside,beta-D-Glucosamine,0.09490509490509491
Adenosine,Naringenin,0.0948996284153602
3' 5'-cyclic AMP,2'-Hydroxygenistein,0.09485784485784488
Coumarin,"3,4-Dihydroxybenzoic acid",0.0948017817823911
Rutin,Testosterone,0.09478854478854483
Gibberellin A3,N6-(delta2-Isopentenyl)adenine,0.0947673016638534
Benzoic acid,Linoleic acid,0.09475346082488942
N6-(delta2-Isopentenyl)adenine,Liquiritin,0.09474001781694093
Gallic acid,beta-Monoolein,0.09467095404595405
Labiatenic acid,Berberine,0.09464273100636737
Spermidine,Coumestrol,0.09462630392862952
Lycopene,Quinic acid,0.0946112710818593
Oleic acid,Octadecanoic acid,0.09458208458208457
3' 5'-cyclic AMP,Tanshinone II,0.09453203046953046
delta-Tocopherol,Oestrone,0.09452517179789904
Phaseollidin,Oxalic acid,0.09447959447959448
Isorhamnetin 3-O-beta-D-glucopyranoside,Oxalic acid,0.09447959447959448
trans-Zeatin,Kaempferol 3-glucuronide,0.09447496947496947
Trigonelline,Serotonin,0.09443932973344737
Naringin,3' 5'-cyclic AMP,0.0944321303696304
Testosterone,Berberine,0.09440105349196258
Gibberellin A3,6-Hydroxymellein,0.09439411163549094
Licuroside,Formononetin,0.09438110908699145
Oestrone,Coumestrol,0.09434015596806279
Chrysoeriol,Isoliquiritin,0.09432672590567326
Isoprene,Loganin,0.09431594046978664
"1,3,7-Trihydroxyxanthone",Glycyrrhizic acid,0.09431416797488228
Loganin,Glycyrrhizic acid,0.09430846930846931
Glycyrrhizic acid,Naringenin,0.09427684718382395
Loganin,Hirsutrin,0.09427239427239428
Salicylic acid,Malic acid,0.09425861220119584
Octadecanoic acid,Riboflavin,0.0942581228295514
Salicylic acid,Linoleic acid,0.09425662057241006
Octadecanoic acid,Vanillin,0.09425523970978515
Tetrahydroalstonine,Sigmoidin B,0.09423909423909424
Isoschaftoside,Tetrahydroalstonine,0.09423909423909424
Glycyrrhizic acid,"3,4-Dihydroxybenzoic acid",0.09423361725993305
Liquiritin,Kaempferol 3-glucuronide,0.09421347882886344
N6-(delta2-Isopentenyl)adenine,2'-Hydroxygenistein,0.09416709416709419
Labiatenic acid,Malic acid,0.09416341234523058
Methyl rosmarinate,Vanillin,0.09414827596645779
alpha-Tocopherol,3' 5'-cyclic AMP,0.09414213834945545
alpha-Pinene,Tanshinone II,0.09413663259817107
Cholesterol,Isoliquiritin,0.09412809412809413
6-Hydroxymellein,trans-Zeatin,0.09411576078242744
Coumarin,"Methyl 3,4,5-trihydroxybenzoate",0.09409753539308185
Vincristine,(-)-Jasmonic acid,0.09407925407925409
Protopine,Vincristine,0.09407925407925409
alpha-Pinene,Cholesterol,0.09405338251492099
Fisetin,(-)-Jasmonic acid,0.09404484404484405
Protopine,Fisetin,0.09404484404484405
Coumarin,Glycyrrhetinic acid,0.09399898347266755
Coumestrol,Testosterone,0.09398276142462188
Malic acid,Caffeic acid,0.09398163025785397
Licuroside,7-Hydroxycoumarin,0.09395366538223679
Kaempferol 3-glucuronide,Isorhamnetin 3-O-beta-D-glucopyranoside,0.09392690642690642
Phaseollidin,Kaempferol 3-glucuronide,0.09392690642690642
Gallic acid,Fumaric acid,0.09389776889776892
trans-Zeatin,Fisetin,0.0938660105326772
Salicylic acid,Riboflavin,0.09386102619185327
2'-Hydroxygenistein,Hirsutrin,0.09384021384021393
Sanguinarine,"3',4',7-Trihydroxyflavone",0.09380302237445093
"Methyl 3,4,5-trihydroxybenzoate",Salicylic acid,0.0938027334788468
Vanillic acid,Caffeic acid,0.09379969143282747
Trigonelline,alpha-Pinene,0.09378370916832453
beta-Carotene,Hirsutrin,0.09376873126873125
beta-Monoolein,Isoliquiritin,0.09376040626040627
Spermidine,Folic acid,0.09375957375957376
9-Ribosyl-trans-zeatin,Salicylic acid,0.09375086066815393
Spermidine,Rutin,0.09373656646383917
Sanguinarine,3-O-Caffeoylquinic acid,0.09371373967647255
Coumarin,Malic acid,0.09371171093659121
Riboflavin,Vincristine,0.09370914799486227
Rutin,Loganic acid,0.09367400276491189
Linoleic acid,Adenosine,0.09367348337936576
beta-Monoolein,Serotonin,0.09367103484750544
Gibberellin A3,Oxalic acid,0.09365730055385228
Gibberellin A3,Sanguinarine,0.09364034979798529
Isoprene,Naringenin,0.09362015444305251
Myricetin,Labiatenic acid,0.09361934361934363
Oleanolic acid,Hirsutrin,0.09357348533819125
Oleic acid,Lycopene,0.09348776223776223
Labiatenic acid,Isoliquiritin,0.0934805934805935
Scopoletin,Quercetin,0.09347888953152114
Thiamine,Tetrahydroalstonine,0.09345826587205898
Quercetin,Acetovanillone,0.09345678245199779
Quinic acid,Oestrone,0.09345556404379933
Vanillic acid,Adenosine,0.09344099841837393
Vitamin A,Salicylic acid,0.0934108498018272
Riboflavin,Labiatenic acid,0.09340262911691481
Guanosine,Loganin,0.09336496836496837
Gallic acid,Oleanolic acid,0.09334966504084151
Adenosine,Malic acid,0.09333803451450504
Fisetin,Cryptotanshinone,0.09329132406055476
Trigonelline,(+)-S-Carvone,0.09328237899666476
Trigonelline,4-Terpineol,0.09328237899666474
alpha-Terpinene,Trigonelline,0.09328237899666474
Naringenin,Testosterone,0.09327997583811544
Chelerythrine,Chrysoeriol,0.09327208898812318
Ajmalicine,Kaempferol 3-glucuronide,0.09325674325674325
Malic acid,Loganic acid,0.09324009324009323
Fumaric acid,3' 5'-cyclic AMP,0.093238011988012
Spermine,Gancaonin U,0.09323571165676431
Oleanolic acid,Oxalic acid,0.09323356382179913
Ellagic acid,Trigonelline,0.09321271321271324
"1,3,7-Trihydroxyxanthone",Loganic acid,0.09321036106750394
Isoliquiritigenin,Punicalin,0.09319252176395039
Tanshinone II,Punicalin,0.09317557442557448
Vincristine,Naringin,0.0931158841158841
Glycyrrhetinic acid,Loganic acid,0.09309440559440559
Glycyrrhizic acid,"Methyl 3,4,5-trihydroxybenzoate",0.09309173732250654
Oleic acid,Serotonin,0.09308485632015047
Hirsutrin,Liquiritin,0.09305566228643161
Isoferulic acid,Fisetin,0.09303739738522347
"3,4-Dihydroxybenzoic acid",Labiatenic acid,0.09303707987918518
3' 5'-cyclic AMP,(-)-Jasmonic acid,0.09302503052503051
Protopine,3' 5'-cyclic AMP,0.09302503052503051
Citric acid,Vincristine,0.09301251939549812
Punicalin,Acetylursolic acid,0.09299762737262736
Isoliquiritin,Oleic acid,0.09294455544455546
Kaempferol 3-glucuronide,Citric acid,0.09294428975280036
"Methyl 3,4,5-trihydroxybenzoate",Labiatenic acid,0.09292132369055449
Isoliquiritin,Cryptotanshinone,0.09290282367205442
Riboflavin,Benzoic acid,0.09288500615031228
Gallic acid,alpha-Tocopherol,0.09287968129431544
Fumaric acid,Kaempferol 3-glucuronide,0.09285298035298035
Guanosine,Apigenin,0.09283399527301969
Vanillic acid,Salicylic acid,0.09283024667640044
Salicylic acid,Folic acid,0.09281946124051381
9-Ribosyl-trans-zeatin,Spermidine,0.09280243565957849
Kaempferol,Vincristine,0.09278397278397278
Adenosine,Folic acid,0.09277389277389286
"Methyl 3,4,5-trihydroxybenzoate",Spermidine,0.0927448619756312
Myristicin,Licuroside,0.09272336858543753
Tanshinone II,Isoliquiritin,0.09269896769896772
Kaempferol 3-glucuronide,(-)-Jasmonic acid,0.0926989676989677
Kaempferol 3-glucuronide,Protopine,0.0926989676989677
Apigenin,Chelerythrine,0.09269573308143926
Chelerythrine,Ajmalicine,0.09267476709337173
Fisetin,Oleic acid,0.09265942390942389
N6-(delta2-Isopentenyl)adenine,Oleanolic acid,0.09262959262959265
beta-Monoolein,N6-(delta2-Isopentenyl)adenine,0.09262959262959264
beta-Carotene,Oxalic acid,0.09262959262959262
Glycyrrhetinic acid,Labiatenic acid,0.09261988011988015
Thiamine,Octadecanoic acid,0.09260394777636158
Fisetin,alpha-Tocopherol,0.09258018404359868
Gibberellin A3,Hirsutrin,0.09255847600675188
"1,3,7-Trihydroxyxanthone",Spermidine,0.09254079254079255
alpha-Tocopherol,L-Phenylalanine,0.09253785614010757
Vincristine,2'-Hydroxygenistein,0.09252261252261249
Glycyrrhetinic acid,Glycyrrhizic acid,0.09251581751581749
3' 5'-cyclic AMP,beta-Monoolein,0.09246222527472528
Sweroside,p-Coumaric acid,0.0924293098206142
Ferruginol,Gancaonin U,0.09242840492840493
Loganic acid,Kaempferol 3-glucuronide,0.0924075924075924
"1,3,7-Trihydroxyxanthone",Oestrone,0.09237667094809944
Naringin,Punicalin,0.09233422827172832
Fumaric acid,Lycopene,0.09232434232434233
Methyl rosmarinate,Trigonelline,0.09231509231509231
Isoliquiritin,alpha-Tocopherol,0.092306067915824
Oxalic acid,Tanshinone I,0.09229480197222133
Naringenin,Methyl rosmarinate,0.09228368530694116
Thiamine,Licuroside,0.09228128193645437
Malic acid,Glycyrrhizic acid,0.09225906669088482
Vanillic acid,Coumarin,0.09225547282227432
Linoleic acid,Coumarin,0.09220713497029283
Oleanolic acid,Sanguinarine,0.09219352076494934
Coumarin,Folic acid,0.09212742145072965
Chelerythrine,Trigonelline,0.09208620836527816
9-Ribosyl-trans-zeatin,Caffeic acid,0.09208099592714979
Berberine,Oestrone,0.09207913298822389
Vanillin,3' 5'-cyclic AMP,0.09204242726970002
Coumarin,Vitamin A,0.0920007310984754
Apigenin,Ellagic acid,0.09198947394069339
Kaempferol,4-Terpineol,0.09197366340223485
